word,rank,frequency,source
diagnose,14461,0.00006915,google_20k_evaluation
secsg,14462,0.00006915,google_20k_evaluation
franco,14463,0.00006914,google_20k_evaluation
announcing,14464,0.00006914,google_20k_evaluation
dispersion,14465,0.00006913,google_20k_evaluation
curiosity,14466,0.00006913,google_20k_evaluation
trivium,14467,0.00006912,google_20k_evaluation
amature,14468,0.00006912,google_20k_evaluation
showroom,14469,0.00006911,google_20k_evaluation
cx,14470,0.00006911,google_20k_evaluation
swarovski,14471,0.00006910,google_20k_evaluation
resting,14472,0.00006910,google_20k_evaluation
missiles,14473,0.00006909,google_20k_evaluation
persistence,14474,0.00006909,google_20k_evaluation
coarse,14475,0.00006908,google_20k_evaluation
continents,14476,0.00006908,google_20k_evaluation
liter,14477,0.00006908,google_20k_evaluation
carpets,14478,0.00006907,google_20k_evaluation
recovering,14479,0.00006907,google_20k_evaluation
submarine,14480,0.00006906,google_20k_evaluation
akon,14481,0.00006906,google_20k_evaluation
blessings,14482,0.00006905,google_20k_evaluation
brendan,14483,0.00006905,google_20k_evaluation
prevailing,14484,0.00006904,google_20k_evaluation
originated,14485,0.00006904,google_20k_evaluation
axe,14486,0.00006903,google_20k_evaluation
condosaver,14487,0.00006903,google_20k_evaluation
sculptures,14488,0.00006902,google_20k_evaluation
amex,14489,0.00006902,google_20k_evaluation
intrinsic,14490,0.00006901,google_20k_evaluation
classicvacations,14491,0.00006901,google_20k_evaluation
blackpool,14492,0.00006900,google_20k_evaluation
thoughtful,14493,0.00006900,google_20k_evaluation
nicht,14494,0.00006899,google_20k_evaluation
archer,14495,0.00006899,google_20k_evaluation
hertfordshire,14496,0.00006898,google_20k_evaluation
fh,14497,0.00006898,google_20k_evaluation
inuyasha,14498,0.00006898,google_20k_evaluation
nominees,14499,0.00006897,google_20k_evaluation
warmer,14500,0.00006897,google_20k_evaluation
cuz,14501,0.00006896,google_20k_evaluation
viewsonic,14502,0.00006896,google_20k_evaluation
dryers,14503,0.00006895,google_20k_evaluation
calf,14504,0.00006895,google_20k_evaluation
fujifilm,14505,0.00006894,google_20k_evaluation
basil,14506,0.00006894,google_20k_evaluation
ams,14507,0.00006893,google_20k_evaluation
hallmark,14508,0.00006893,google_20k_evaluation
counterparts,14509,0.00006892,google_20k_evaluation
paced,14510,0.00006892,google_20k_evaluation
engl,14511,0.00006891,google_20k_evaluation
grouped,14512,0.00006891,google_20k_evaluation
dominate,14513,0.00006890,google_20k_evaluation
asians,14514,0.00006890,google_20k_evaluation
orient,14515,0.00006889,google_20k_evaluation
contra,14516,0.00006889,google_20k_evaluation
damaging,14517,0.00006888,google_20k_evaluation
populated,14518,0.00006888,google_20k_evaluation
seether,14519,0.00006888,google_20k_evaluation
renee,14520,0.00006887,google_20k_evaluation
boiling,14521,0.00006887,google_20k_evaluation
journeys,14522,0.00006886,google_20k_evaluation
milestones,14523,0.00006886,google_20k_evaluation
parkinson,14524,0.00006885,google_20k_evaluation
parsing,14525,0.00006885,google_20k_evaluation
splitting,14526,0.00006884,google_20k_evaluation
mclean,14527,0.00006884,google_20k_evaluation
derbyshire,14528,0.00006883,google_20k_evaluation
checkboxes,14529,0.00006883,google_20k_evaluation
abandon,14530,0.00006882,google_20k_evaluation
lobbying,14531,0.00006882,google_20k_evaluation
rave,14532,0.00006881,google_20k_evaluation
ej,14533,0.00006881,google_20k_evaluation
dy,14534,0.00006880,google_20k_evaluation
mgm,14535,0.00006880,google_20k_evaluation
cigars,14536,0.00006879,google_20k_evaluation
cinemas,14537,0.00006879,google_20k_evaluation
islander,14538,0.00006879,google_20k_evaluation
encoder,14539,0.00006878,google_20k_evaluation
nicolas,14540,0.00006878,google_20k_evaluation
inference,14541,0.00006877,google_20k_evaluation
ras,14542,0.00006877,google_20k_evaluation
recalled,14543,0.00006876,google_20k_evaluation
importers,14544,0.00006876,google_20k_evaluation
impressum,14545,0.00006875,google_20k_evaluation
transformer,14546,0.00006875,google_20k_evaluation
weiss,14547,0.00006874,google_20k_evaluation
declarations,14548,0.00006874,google_20k_evaluation
rib,14549,0.00006873,google_20k_evaluation
phe,14550,0.00006873,google_20k_evaluation
chattanooga,14551,0.00006872,google_20k_evaluation
giles,14552,0.00006872,google_20k_evaluation
maroon,14553,0.00006871,google_20k_evaluation
drafts,14554,0.00006871,google_20k_evaluation
excursions,14555,0.00006870,google_20k_evaluation
jerk,14556,0.00006870,google_20k_evaluation
kontakt,14557,0.00006870,google_20k_evaluation
shack,14558,0.00006869,google_20k_evaluation
ers,14559,0.00006869,google_20k_evaluation
marrow,14560,0.00006868,google_20k_evaluation
kawasaki,14561,0.00006868,google_20k_evaluation
licences,14562,0.00006867,google_20k_evaluation
bose,14563,0.00006867,google_20k_evaluation
tavern,14564,0.00006866,google_20k_evaluation
bathing,14565,0.00006866,google_20k_evaluation
lambert,14566,0.00006865,google_20k_evaluation
epilepsy,14567,0.00006865,google_20k_evaluation
allowances,14568,0.00006864,google_20k_evaluation
fountains,14569,0.00006864,google_20k_evaluation
goggles,14570,0.00006863,google_20k_evaluation
ses,14571,0.00006863,google_20k_evaluation
unhappy,14572,0.00006862,google_20k_evaluation
clones,14573,0.00006862,google_20k_evaluation
foregoing,14574,0.00006862,google_20k_evaluation
crossover,14575,0.00006861,google_20k_evaluation
situ,14576,0.00006861,google_20k_evaluation
specificity,14577,0.00006860,google_20k_evaluation
certainty,14578,0.00006860,google_20k_evaluation
sleek,14579,0.00006859,google_20k_evaluation
gerard,14580,0.00006859,google_20k_evaluation
runoff,14581,0.00006858,google_20k_evaluation
osteoporosis,14582,0.00006858,google_20k_evaluation
approvals,14583,0.00006857,google_20k_evaluation
antarctic,14584,0.00006857,google_20k_evaluation
ord,14585,0.00006856,google_20k_evaluation
successive,14586,0.00006856,google_20k_evaluation
neglected,14587,0.00006855,google_20k_evaluation
ariel,14588,0.00006855,google_20k_evaluation
bea,14589,0.00006854,google_20k_evaluation
monty,14590,0.00006854,google_20k_evaluation
cafes,14591,0.00006854,google_20k_evaluation
jukebox,14592,0.00006853,google_20k_evaluation
classmates,14593,0.00006853,google_20k_evaluation
hitch,14594,0.00006852,google_20k_evaluation
fracture,14595,0.00006852,google_20k_evaluation
ama,14596,0.00006851,google_20k_evaluation
nexus,14597,0.00006851,google_20k_evaluation
cancers,14598,0.00006850,google_20k_evaluation
foremost,14599,0.00006850,google_20k_evaluation
nineteenth,14600,0.00006849,google_20k_evaluation
chesapeake,14601,0.00006849,google_20k_evaluation
tango,14602,0.00006848,google_20k_evaluation
melting,14603,0.00006848,google_20k_evaluation
mahogany,14604,0.00006847,google_20k_evaluation
actresses,14605,0.00006847,google_20k_evaluation
clarence,14606,0.00006847,google_20k_evaluation
ernst,14607,0.00006846,google_20k_evaluation
garner,14608,0.00006846,google_20k_evaluation
buster,14609,0.00006845,google_20k_evaluation
moderated,14610,0.00006845,google_20k_evaluation
mal,14611,0.00006844,google_20k_evaluation
nassau,14612,0.00006844,google_20k_evaluation
flap,14613,0.00006843,google_20k_evaluation
ignorant,14614,0.00006843,google_20k_evaluation
aba,14615,0.00006842,google_20k_evaluation
allowable,14616,0.00006842,google_20k_evaluation
karate,14617,0.00006841,google_20k_evaluation
compositions,14618,0.00006841,google_20k_evaluation
sings,14619,0.00006840,google_20k_evaluation
marcos,14620,0.00006840,google_20k_evaluation
sorrow,14621,0.00006839,google_20k_evaluation
carte,14622,0.00006839,google_20k_evaluation
qb,14623,0.00006839,google_20k_evaluation
canned,14624,0.00006838,google_20k_evaluation
collects,14625,0.00006838,google_20k_evaluation
treaties,14626,0.00006837,google_20k_evaluation
endurance,14627,0.00006837,google_20k_evaluation
optimizing,14628,0.00006836,google_20k_evaluation
teaspoon,14629,0.00006836,google_20k_evaluation
switchfoot,14630,0.00006835,google_20k_evaluation
coldplay,14631,0.00006835,google_20k_evaluation
insulated,14632,0.00006834,google_20k_evaluation
dupont,14633,0.00006834,google_20k_evaluation
harriet,14634,0.00006833,google_20k_evaluation
philosopher,14635,0.00006833,google_20k_evaluation
rectangle,14636,0.00006832,google_20k_evaluation
woo,14637,0.00006832,google_20k_evaluation
queer,14638,0.00006832,google_20k_evaluation
pains,14639,0.00006831,google_20k_evaluation
vioxx,14640,0.00006831,google_20k_evaluation
decatur,14641,0.00006830,google_20k_evaluation
wrapper,14642,0.00006830,google_20k_evaluation
tty,14643,0.00006829,google_20k_evaluation
ahmed,14644,0.00006829,google_20k_evaluation
bsc,14645,0.00006828,google_20k_evaluation
buchanan,14646,0.00006828,google_20k_evaluation
drummer,14647,0.00006827,google_20k_evaluation
sobre,14648,0.00006827,google_20k_evaluation
celexa,14649,0.00006826,google_20k_evaluation
guitarist,14650,0.00006826,google_20k_evaluation
symmetric,14651,0.00006825,google_20k_evaluation
ceremonies,14652,0.00006825,google_20k_evaluation
satisfies,14653,0.00006825,google_20k_evaluation
kuala,14654,0.00006824,google_20k_evaluation
appellate,14655,0.00006824,google_20k_evaluation
comma,14656,0.00006823,google_20k_evaluation
bbb,14657,0.00006823,google_20k_evaluation
geeks,14658,0.00006822,google_20k_evaluation
conformity,14659,0.00006822,google_20k_evaluation
jg,14660,0.00006821,google_20k_evaluation
avant,14661,0.00006821,google_20k_evaluation
repec,14662,0.00006820,google_20k_evaluation
insightful,14663,0.00006820,google_20k_evaluation
supper,14664,0.00006819,google_20k_evaluation
fulfilling,14665,0.00006819,google_20k_evaluation
hooded,14666,0.00006818,google_20k_evaluation
unrated,14667,0.00006818,google_20k_evaluation
diva,14668,0.00006818,google_20k_evaluation
adsense,14669,0.00006817,google_20k_evaluation
instability,14670,0.00006817,google_20k_evaluation
seminary,14671,0.00006816,google_20k_evaluation
exemptions,14672,0.00006816,google_20k_evaluation
integrates,14673,0.00006815,google_20k_evaluation
presenter,14674,0.00006815,google_20k_evaluation
csa,14675,0.00006814,google_20k_evaluation
offenses,14676,0.00006814,google_20k_evaluation
emulation,14677,0.00006813,google_20k_evaluation
lengthy,14678,0.00006813,google_20k_evaluation
sonata,14679,0.00006812,google_20k_evaluation
fortress,14680,0.00006812,google_20k_evaluation
contiguous,14681,0.00006812,google_20k_evaluation
bookstores,14682,0.00006811,google_20k_evaluation
perez,14683,0.00006811,google_20k_evaluation
cimel,14684,0.00006810,google_20k_evaluation
inaccurate,14685,0.00006810,google_20k_evaluation
hvac,14686,0.00006809,google_20k_evaluation
explanatory,14687,0.00006809,google_20k_evaluation
leica,14688,0.00006808,google_20k_evaluation
settlers,14689,0.00006808,google_20k_evaluation
stools,14690,0.00006807,google_20k_evaluation
ministerial,14691,0.00006807,google_20k_evaluation
xavier,14692,0.00006806,google_20k_evaluation
agendas,14693,0.00006806,google_20k_evaluation
torah,14694,0.00006805,google_20k_evaluation
fao,14695,0.00006805,google_20k_evaluation
publishes,14696,0.00006805,google_20k_evaluation
stacks,14697,0.00006804,google_20k_evaluation
owning,14698,0.00006804,google_20k_evaluation
nws,14699,0.00006803,google_20k_evaluation
andersen,14700,0.00006803,google_20k_evaluation
busch,14701,0.00006802,google_20k_evaluation
armani,14702,0.00006802,google_20k_evaluation
bipolar,14703,0.00006801,google_20k_evaluation
sermon,14704,0.00006801,google_20k_evaluation
facilitating,14705,0.00006800,google_20k_evaluation
complained,14706,0.00006800,google_20k_evaluation
ferdinand,14707,0.00006799,google_20k_evaluation
taps,14708,0.00006799,google_20k_evaluation
thrill,14709,0.00006799,google_20k_evaluation
lagoon,14710,0.00006798,google_20k_evaluation
undoubtedly,14711,0.00006798,google_20k_evaluation
menopause,14712,0.00006797,google_20k_evaluation
inbound,14713,0.00006797,google_20k_evaluation
withheld,14714,0.00006796,google_20k_evaluation
insisted,14715,0.00006796,google_20k_evaluation
shortlist,14716,0.00006795,google_20k_evaluation
gainesville,14717,0.00006795,google_20k_evaluation
tiava,14718,0.00006794,google_20k_evaluation
eclectic,14719,0.00006794,google_20k_evaluation
reluctant,14720,0.00006793,google_20k_evaluation
headphone,14721,0.00006793,google_20k_evaluation
regimes,14722,0.00006793,google_20k_evaluation
headaches,14723,0.00006792,google_20k_evaluation
ramsey,14724,0.00006792,google_20k_evaluation
oath,14725,0.00006791,google_20k_evaluation
readme,14726,0.00006791,google_20k_evaluation
pigeon,14727,0.00006790,google_20k_evaluation
rivals,14728,0.00006790,google_20k_evaluation
freed,14729,0.00006789,google_20k_evaluation
binder,14730,0.00006789,google_20k_evaluation
xemacs,14731,0.00006788,google_20k_evaluation
constrained,14732,0.00006788,google_20k_evaluation
parrot,14733,0.00006787,google_20k_evaluation
magnum,14734,0.00006787,google_20k_evaluation
invoked,14735,0.00006787,google_20k_evaluation
invaluable,14736,0.00006786,google_20k_evaluation
helicopters,14737,0.00006786,google_20k_evaluation
keystone,14738,0.00006785,google_20k_evaluation
inclined,14739,0.00006785,google_20k_evaluation
ngc,14740,0.00006784,google_20k_evaluation
gala,14741,0.00006784,google_20k_evaluation
intercontinental,14742,0.00006783,google_20k_evaluation
cheek,14743,0.00006783,google_20k_evaluation
traction,14744,0.00006782,google_20k_evaluation
utterly,14745,0.00006782,google_20k_evaluation
workspace,14746,0.00006782,google_20k_evaluation
customizable,14747,0.00006781,google_20k_evaluation
softcover,14748,0.00006781,google_20k_evaluation
gavin,14749,0.00006780,google_20k_evaluation
illuminated,14750,0.00006780,google_20k_evaluation
realtime,14751,0.00006779,google_20k_evaluation
lasts,14752,0.00006779,google_20k_evaluation
gloucestershire,14753,0.00006778,google_20k_evaluation
electrons,14754,0.00006778,google_20k_evaluation
psychologist,14755,0.00006777,google_20k_evaluation
dane,14756,0.00006777,google_20k_evaluation
claudia,14757,0.00006776,google_20k_evaluation
perpetual,14758,0.00006776,google_20k_evaluation
subsystem,14759,0.00006776,google_20k_evaluation
appl,14760,0.00006775,google_20k_evaluation
kinetic,14761,0.00006775,google_20k_evaluation
caffeine,14762,0.00006774,google_20k_evaluation
solicitor,14763,0.00006774,google_20k_evaluation
clustering,14764,0.00006773,google_20k_evaluation
xf,14765,0.00006773,google_20k_evaluation
glimpse,14766,0.00006772,google_20k_evaluation
nib,14767,0.00006772,google_20k_evaluation
verbatim,14768,0.00006771,google_20k_evaluation
innocence,14769,0.00006771,google_20k_evaluation
httpd,14770,0.00006770,google_20k_evaluation
quicker,14771,0.00006770,google_20k_evaluation
grandparents,14772,0.00006770,google_20k_evaluation
cardboard,14773,0.00006769,google_20k_evaluation
attributable,14774,0.00006769,google_20k_evaluation
sketches,14775,0.00006768,google_20k_evaluation
angelo,14776,0.00006768,google_20k_evaluation
tertiary,14777,0.00006767,google_20k_evaluation
exhausted,14778,0.00006767,google_20k_evaluation
smarter,14779,0.00006766,google_20k_evaluation
slac,14780,0.00006766,google_20k_evaluation
shelters,14781,0.00006765,google_20k_evaluation
attain,14782,0.00006765,google_20k_evaluation
dora,14783,0.00006765,google_20k_evaluation
calorie,14784,0.00006764,google_20k_evaluation
inconvenience,14785,0.00006764,google_20k_evaluation
tang,14786,0.00006763,google_20k_evaluation
graphite,14787,0.00006763,google_20k_evaluation
vaccination,14788,0.00006762,google_20k_evaluation
stroller,14789,0.00006762,google_20k_evaluation
farther,14790,0.00006761,google_20k_evaluation
bowel,14791,0.00006761,google_20k_evaluation
sweaters,14792,0.00006760,google_20k_evaluation
chats,14793,0.00006760,google_20k_evaluation
mafia,14794,0.00006759,google_20k_evaluation
riot,14795,0.00006759,google_20k_evaluation
fats,14796,0.00006759,google_20k_evaluation
futuna,14797,0.00006758,google_20k_evaluation
mandarin,14798,0.00006758,google_20k_evaluation
dungeon,14799,0.00006757,google_20k_evaluation
predictable,14800,0.00006757,google_20k_evaluation
germans,14801,0.00006756,google_20k_evaluation
lilly,14802,0.00006756,google_20k_evaluation
shire,14803,0.00006755,google_20k_evaluation
susceptible,14804,0.00006755,google_20k_evaluation
mosquito,14805,0.00006754,google_20k_evaluation
kashmir,14806,0.00006754,google_20k_evaluation
insest,14807,0.00006754,google_20k_evaluation
lyons,14808,0.00006753,google_20k_evaluation
skyline,14809,0.00006753,google_20k_evaluation
sulfur,14810,0.00006752,google_20k_evaluation
scams,14811,0.00006752,google_20k_evaluation
lipid,14812,0.00006751,google_20k_evaluation
putnam,14813,0.00006751,google_20k_evaluation
corpse,14814,0.00006750,google_20k_evaluation
speedy,14815,0.00006750,google_20k_evaluation
ming,14816,0.00006749,google_20k_evaluation
tao,14817,0.00006749,google_20k_evaluation
quot,14818,0.00006749,google_20k_evaluation
ritz,14819,0.00006748,google_20k_evaluation
networked,14820,0.00006748,google_20k_evaluation
localhost,14821,0.00006747,google_20k_evaluation
lush,14822,0.00006747,google_20k_evaluation
barrels,14823,0.00006746,google_20k_evaluation
transformations,14824,0.00006746,google_20k_evaluation
cabling,14825,0.00006745,google_20k_evaluation
analogue,14826,0.00006745,google_20k_evaluation
werner,14827,0.00006744,google_20k_evaluation
clyde,14828,0.00006744,google_20k_evaluation
stills,14829,0.00006744,google_20k_evaluation
perimeter,14830,0.00006743,google_20k_evaluation
biased,14831,0.00006743,google_20k_evaluation
cardiology,14832,0.00006742,google_20k_evaluation
playoff,14833,0.00006742,google_20k_evaluation
honorary,14834,0.00006741,google_20k_evaluation
sti,14835,0.00006741,google_20k_evaluation
irwin,14836,0.00006740,google_20k_evaluation
brewer,14837,0.00006740,google_20k_evaluation
chiang,14838,0.00006739,google_20k_evaluation
exchanged,14839,0.00006739,google_20k_evaluation
payload,14840,0.00006739,google_20k_evaluation
adhere,14841,0.00006738,google_20k_evaluation
fran,14842,0.00006738,google_20k_evaluation
merrill,14843,0.00006737,google_20k_evaluation
oldsmobile,14844,0.00006737,google_20k_evaluation
grilled,14845,0.00006736,google_20k_evaluation
rafael,14846,0.00006736,google_20k_evaluation
ccc,14847,0.00006735,google_20k_evaluation
enquire,14848,0.00006735,google_20k_evaluation
toilets,14849,0.00006734,google_20k_evaluation
mains,14850,0.00006734,google_20k_evaluation
whales,14851,0.00006734,google_20k_evaluation
misty,14852,0.00006733,google_20k_evaluation
lindsey,14853,0.00006733,google_20k_evaluation
parity,14854,0.00006732,google_20k_evaluation
partitions,14855,0.00006732,google_20k_evaluation
grim,14856,0.00006731,google_20k_evaluation
conserved,14857,0.00006731,google_20k_evaluation
searchsearch,14858,0.00006730,google_20k_evaluation
hubbard,14859,0.00006730,google_20k_evaluation
rewrite,14860,0.00006729,google_20k_evaluation
vending,14861,0.00006729,google_20k_evaluation
prism,14862,0.00006729,google_20k_evaluation
chasing,14863,0.00006728,google_20k_evaluation
keygen,14864,0.00006728,google_20k_evaluation
janeiro,14865,0.00006727,google_20k_evaluation
flop,14866,0.00006727,google_20k_evaluation
aggregation,14867,0.00006726,google_20k_evaluation
shelley,14868,0.00006726,google_20k_evaluation
batting,14869,0.00006725,google_20k_evaluation
borrowed,14870,0.00006725,google_20k_evaluation
heh,14871,0.00006724,google_20k_evaluation
transexuals,14872,0.00006724,google_20k_evaluation
rests,14873,0.00006724,google_20k_evaluation
toss,14874,0.00006723,google_20k_evaluation
prentice,14875,0.00006723,google_20k_evaluation
depicted,14876,0.00006722,google_20k_evaluation
grapes,14877,0.00006722,google_20k_evaluation
proposing,14878,0.00006721,google_20k_evaluation
cumbria,14879,0.00006721,google_20k_evaluation
winding,14880,0.00006720,google_20k_evaluation
diaz,14881,0.00006720,google_20k_evaluation
ripped,14882,0.00006720,google_20k_evaluation
vegan,14883,0.00006719,google_20k_evaluation
congressman,14884,0.00006719,google_20k_evaluation
cobalt,14885,0.00006718,google_20k_evaluation
pity,14886,0.00006718,google_20k_evaluation
recombinant,14887,0.00006717,google_20k_evaluation
ubuntu,14888,0.00006717,google_20k_evaluation
downward,14889,0.00006716,google_20k_evaluation
superstar,14890,0.00006716,google_20k_evaluation
closeout,14891,0.00006715,google_20k_evaluation
corel,14892,0.00006715,google_20k_evaluation
kayaking,14893,0.00006715,google_20k_evaluation
synergy,14894,0.00006714,google_20k_evaluation
eta,14895,0.00006714,google_20k_evaluation
catalogues,14896,0.00006713,google_20k_evaluation
aspire,14897,0.00006713,google_20k_evaluation
harvesting,14898,0.00006712,google_20k_evaluation
garfield,14899,0.00006712,google_20k_evaluation
groom,14900,0.00006711,google_20k_evaluation
jewels,14901,0.00006711,google_20k_evaluation
saturated,14902,0.00006711,google_20k_evaluation
georges,14903,0.00006710,google_20k_evaluation
backpacking,14904,0.00006710,google_20k_evaluation
quincy,14905,0.00006709,google_20k_evaluation
accidentally,14906,0.00006709,google_20k_evaluation
doughty,14907,0.00006708,google_20k_evaluation
bonded,14908,0.00006708,google_20k_evaluation
sticking,14909,0.00006707,google_20k_evaluation
dudley,14910,0.00006707,google_20k_evaluation
osama,14911,0.00006706,google_20k_evaluation
weeds,14912,0.00006706,google_20k_evaluation
stripped,14913,0.00006706,google_20k_evaluation
oprah,14914,0.00006705,google_20k_evaluation
inflatable,14915,0.00006705,google_20k_evaluation
beers,14916,0.00006704,google_20k_evaluation
clive,14917,0.00006704,google_20k_evaluation
fixture,14918,0.00006703,google_20k_evaluation
glassware,14919,0.00006703,google_20k_evaluation
canary,14920,0.00006702,google_20k_evaluation
steadily,14921,0.00006702,google_20k_evaluation
amc,14922,0.00006702,google_20k_evaluation
imagined,14923,0.00006701,google_20k_evaluation
darby,14924,0.00006701,google_20k_evaluation
woke,14925,0.00006700,google_20k_evaluation
kos,14926,0.00006700,google_20k_evaluation
fills,14927,0.00006699,google_20k_evaluation
proportions,14928,0.00006699,google_20k_evaluation
grips,14929,0.00006698,google_20k_evaluation
clergy,14930,0.00006698,google_20k_evaluation
coursework,14931,0.00006697,google_20k_evaluation
solicitors,14932,0.00006697,google_20k_evaluation
kayak,14933,0.00006697,google_20k_evaluation
moderately,14934,0.00006696,google_20k_evaluation
mayotte,14935,0.00006696,google_20k_evaluation
altar,14936,0.00006695,google_20k_evaluation
salvage,14937,0.00006695,google_20k_evaluation
repetitive,14938,0.00006694,google_20k_evaluation
stanton,14939,0.00006694,google_20k_evaluation
creators,14940,0.00006693,google_20k_evaluation
gears,14941,0.00006693,google_20k_evaluation
orbital,14942,0.00006693,google_20k_evaluation
musicals,14943,0.00006692,google_20k_evaluation
kilometres,14944,0.00006692,google_20k_evaluation
cuff,14945,0.00006691,google_20k_evaluation
lithuanian,14946,0.00006691,google_20k_evaluation
amatuer,14947,0.00006690,google_20k_evaluation
repeating,14948,0.00006690,google_20k_evaluation
empires,14949,0.00006689,google_20k_evaluation
profiling,14950,0.00006689,google_20k_evaluation
reps,14951,0.00006689,google_20k_evaluation
hn,14952,0.00006688,google_20k_evaluation
oyster,14953,0.00006688,google_20k_evaluation
sturdy,14954,0.00006687,google_20k_evaluation
sequencing,14955,0.00006687,google_20k_evaluation
massacre,14956,0.00006686,google_20k_evaluation
undergo,14957,0.00006686,google_20k_evaluation
panoramic,14958,0.00006685,google_20k_evaluation
risen,14959,0.00006685,google_20k_evaluation
blended,14960,0.00006684,google_20k_evaluation
deskjet,14961,0.00006684,google_20k_evaluation
rhino,14962,0.00006684,google_20k_evaluation
polynomial,14963,0.00006683,google_20k_evaluation
tau,14964,0.00006683,google_20k_evaluation
nsa,14965,0.00006682,google_20k_evaluation
imperative,14966,0.00006682,google_20k_evaluation
stakeholder,14967,0.00006681,google_20k_evaluation
beg,14968,0.00006681,google_20k_evaluation
digging,14969,0.00006680,google_20k_evaluation
lantern,14970,0.00006680,google_20k_evaluation
catches,14971,0.00006680,google_20k_evaluation
evangelical,14972,0.00006679,google_20k_evaluation
eaton,14973,0.00006679,google_20k_evaluation
ruler,14974,0.00006678,google_20k_evaluation
signifies,14975,0.00006678,google_20k_evaluation
henri,14976,0.00006677,google_20k_evaluation
stochastic,14977,0.00006677,google_20k_evaluation
psu,14978,0.00006676,google_20k_evaluation
tokens,14979,0.00006676,google_20k_evaluation
santana,14980,0.00006676,google_20k_evaluation
kidding,14981,0.00006675,google_20k_evaluation
piping,14982,0.00006675,google_20k_evaluation
swept,14983,0.00006674,google_20k_evaluation
swansea,14984,0.00006674,google_20k_evaluation
airmail,14985,0.00006673,google_20k_evaluation
staring,14986,0.00006673,google_20k_evaluation
seventy,14987,0.00006672,google_20k_evaluation
problematic,14988,0.00006672,google_20k_evaluation
troop,14989,0.00006672,google_20k_evaluation
arose,14990,0.00006671,google_20k_evaluation
decomposition,14991,0.00006671,google_20k_evaluation
chatham,14992,0.00006670,google_20k_evaluation
roadmap,14993,0.00006670,google_20k_evaluation
ogg,14994,0.00006669,google_20k_evaluation
becky,14995,0.00006669,google_20k_evaluation
lesbo,14996,0.00006668,google_20k_evaluation
farrell,14997,0.00006668,google_20k_evaluation
elders,14998,0.00006668,google_20k_evaluation
interpreters,14999,0.00006667,google_20k_evaluation
supporter,15000,0.00006667,google_20k_evaluation
acknowledgements,15001,0.00006666,google_20k_evaluation
klaus,15002,0.00006666,google_20k_evaluation
tnt,15003,0.00006665,google_20k_evaluation
skincare,15004,0.00006665,google_20k_evaluation
conquest,15005,0.00006664,google_20k_evaluation
heroin,15006,0.00006664,google_20k_evaluation
repairing,15007,0.00006664,google_20k_evaluation
mandated,15008,0.00006663,google_20k_evaluation
workbook,15009,0.00006663,google_20k_evaluation
assemble,15010,0.00006662,google_20k_evaluation
xslt,15011,0.00006662,google_20k_evaluation
hogan,15012,0.00006661,google_20k_evaluation
omg,15013,0.00006661,google_20k_evaluation
whistle,15014,0.00006660,google_20k_evaluation
sulfate,15015,0.00006660,google_20k_evaluation
dresden,15016,0.00006660,google_20k_evaluation
timeshare,15017,0.00006659,google_20k_evaluation
diversified,15018,0.00006659,google_20k_evaluation
oldies,15019,0.00006658,google_20k_evaluation
fertilizer,15020,0.00006658,google_20k_evaluation
complaining,15021,0.00006657,google_20k_evaluation
analytic,15022,0.00006657,google_20k_evaluation
predominantly,15023,0.00006656,google_20k_evaluation
amethyst,15024,0.00006656,google_20k_evaluation
debra,15025,0.00006656,google_20k_evaluation
woodward,15026,0.00006655,google_20k_evaluation
rewritten,15027,0.00006655,google_20k_evaluation
cdrom,15028,0.00006654,google_20k_evaluation
concerto,15029,0.00006654,google_20k_evaluation
adorable,15030,0.00006653,google_20k_evaluation
ambition,15031,0.00006653,google_20k_evaluation
torres,15032,0.00006652,google_20k_evaluation
apologize,15033,0.00006652,google_20k_evaluation
cle,15034,0.00006652,google_20k_evaluation
restraint,15035,0.00006651,google_20k_evaluation
thrillers,15036,0.00006651,google_20k_evaluation
fortran,15037,0.00006650,google_20k_evaluation
eddy,15038,0.00006650,google_20k_evaluation
condemned,15039,0.00006649,google_20k_evaluation
berger,15040,0.00006649,google_20k_evaluation
timeless,15041,0.00006648,google_20k_evaluation
parole,15042,0.00006648,google_20k_evaluation
corey,15043,0.00006648,google_20k_evaluation
kendall,15044,0.00006647,google_20k_evaluation
spouses,15045,0.00006647,google_20k_evaluation
slips,15046,0.00006646,google_20k_evaluation
vv,15047,0.00006646,google_20k_evaluation
ninety,15048,0.00006645,google_20k_evaluation
tyr,15049,0.00006645,google_20k_evaluation
trays,15050,0.00006645,google_20k_evaluation
stewardship,15051,0.00006644,google_20k_evaluation
cues,15052,0.00006644,google_20k_evaluation
esq,15053,0.00006643,google_20k_evaluation
bioinformatics,15054,0.00006643,google_20k_evaluation
kisses,15055,0.00006642,google_20k_evaluation
kerr,15056,0.00006642,google_20k_evaluation
regulating,15057,0.00006641,google_20k_evaluation
flock,15058,0.00006641,google_20k_evaluation
exporting,15059,0.00006641,google_20k_evaluation
arabian,15060,0.00006640,google_20k_evaluation
chung,15061,0.00006640,google_20k_evaluation
subpart,15062,0.00006639,google_20k_evaluation
scheduler,15063,0.00006639,google_20k_evaluation
bending,15064,0.00006638,google_20k_evaluation
boris,15065,0.00006638,google_20k_evaluation
hypnosis,15066,0.00006637,google_20k_evaluation
kat,15067,0.00006637,google_20k_evaluation
